domgi	accession	taxid	taxOrg	nPig	nGi
200311	TIGR03687	1996	Microtetraspora glauca	1	2
200311	TIGR03687	2006	Thermobispora bispora	1	2
200311	TIGR03687	2017	Streptoalloteichus hindustanus	1	2
200311	TIGR03687	2041	Aeromicrobium erythreum	1	2
200311	TIGR03687	2066	Kitasatospora setae	1	2
200311	TIGR03687	2072	Saccharothrix australiensis	1	2
200311	TIGR03687	28028	Corynebacterium flavescens	1	2
200311	TIGR03687	28047	Mycolicibacterium confluentis	1	2
200311	TIGR03687	29303	Streptomyces cattleya	1	2
200311	TIGR03687	29306	Streptomyces griseoluteus	1	2
200311	TIGR03687	29314	Mycolicibacter hiberniae	1	2
200311	TIGR03687	29405	Microlunatus phosphovorus	1	2
200311	TIGR03687	31962	Actinomadura rifamycini	1	2
200311	TIGR03687	33906	Actinopolyspora mortivallis	1	2
200311	TIGR03687	35621	Streptomyces mobaraensis	1	2
200311	TIGR03687	35622	Thermostaphylospora chromogena	1	2
200311	TIGR03687	35752	Actinoplanes philippinensis	1	2
200311	TIGR03687	35756	Corynebacterium pilosum	1	2
200311	TIGR03687	37330	Nocardia nova	1	2
200311	TIGR03687	37925	Thermocrispum agreste	1	2
200311	TIGR03687	37927	Sinomonas atrocyanea	1	2
200311	TIGR03687	38288	Corynebacterium genitalium	1	2
200311	TIGR03687	38300	Streptomyces pristinaespiralis	1	2
200311	TIGR03687	38302	Corynebacterium mycetoides	1	2
200311	TIGR03687	38303	Corynebacterium pseudogenitalium	1	2
200311	TIGR03687	38304	Corynebacterium tuberculostearicum	1	2
200311	TIGR03687	38310	Rhodococcus coprophilus	1	2
200311	TIGR03687	38312	Rhodococcus rhodnii	1	2
200311	TIGR03687	38502	Blastococcus aggregatus	1	2
200311	TIGR03687	39691	Mycolicibacterium moriokaense	1	2
200311	TIGR03687	40318	Streptomyces nodosus	1	2
200311	TIGR03687	40989	Saccharomonospora cyanea	1	2
200311	TIGR03687	40990	Saccharomonospora glauca	1	2
200311	TIGR03687	41950	Candidatus Microthrix parvicella	1	2
200311	TIGR03687	42253	Nitrospira moscoviensis	1	2
200311	TIGR03687	42817	Corynebacterium argentoratense	1	2
200311	TIGR03687	43357	Kutzneria albida	1	2
200311	TIGR03687	43663	Paenarthrobacter aurescens	1	2
200311	TIGR03687	43670	Cellulomonas cellasea	1	2
200311	TIGR03687	43770	Corynebacterium striatum	1	2
200311	TIGR03687	44010	Mycobacterium conspicuum	1	2
200311	TIGR03687	45398	Streptomyces griseoviridis	1	2
200311	TIGR03687	45979	Nocardia pseudobrasiliensis	1	2
200311	TIGR03687	46176	Nonomuraea polychroma	1	2
200311	TIGR03687	47847	Brachybacterium nesterenkovii	1	2
200311	TIGR03687	47866	Micromonospora inyonensis	1	2
200311	TIGR03687	47871	Micromonospora peucetia	1	2
200311	TIGR03687	51201	Streptomyces griseocarneus	1	2
200311	TIGR03687	52695	Actinoplanes brasiliensis	1	2
200311	TIGR03687	52697	Actinoplanes regularis	1	2
200311	TIGR03687	53356	Terracoccus luteus	1	2
200311	TIGR03687	53363	Brevibacterium mcbrellneri	1	2
200311	TIGR03687	53366	Catellatospora citrea	1	2
200311	TIGR03687	53367	Asanoa ferruginea	1	2
200311	TIGR03687	53378	Mycobacterium paraffinicum	1	2
200311	TIGR03687	53437	Nocardiopsis alba	1	2
200311	TIGR03687	53461	Nakamurella multipartita	1	2
200311	TIGR03687	53635	Acidimicrobium ferrooxidans	1	2
200311	TIGR03687	56055	Bogoriella caseilytica	1	2
200311	TIGR03687	58109	Actinocorallia herbida	1	2
200311	TIGR03687	58117	Microbispora rosea	1	2
200311	TIGR03687	58346	Streptomyces platensis	1	2
200311	TIGR03687	59505	Actinotignum schaalii	1	2
200311	TIGR03687	61592	Corynebacterium durum	1	2
200311	TIGR03687	66228	Actinomyces europaeus	1	2
200311	TIGR03687	66425	Streptomyces luteoverticillatus	1	2
200311	TIGR03687	67365	Streptomyces sparsogenes	1	2
200311	TIGR03687	67373	Streptomyces varsoviensis	1	2
200311	TIGR03687	68170	Lechevalieria aerocolonigenes	1	2
200311	TIGR03687	68192	Streptomyces cyaneogriseus	1	2
200311	TIGR03687	68231	Streptomyces longwoodensis	1	2
200311	TIGR03687	68242	Streptomyces natalensis	1	2
200311	TIGR03687	68280	Streptomyces violaceusniger	1	2
200311	TIGR03687	71999	Kocuria palustris	1	2
200311	TIGR03687	73044	Streptomyces seoulensis	1	2
200311	TIGR03687	75385	Micropruina glycogenica	1	2
200311	TIGR03687	75922	Mycolicibacterium tusciae	1	2
200311	TIGR03687	76728	Streptomyces vitaminophilus	1	2
200311	TIGR03687	77635	Bifidobacterium subtile	1	2
200311	TIGR03687	78343	Bifidobacterium boum	1	2
200311	TIGR03687	78346	Bifidobacterium ruminantium	1	2
200311	TIGR03687	83341	Gordonia rhizosphera	1	2
200311	TIGR03687	83656	Streptomyces tsukubensis	1	2
200311	TIGR03687	84724	Lentzea waywayandensis	1	2
200311	TIGR03687	84725	Umezawaea tangerina	1	2
200311	TIGR03687	84757	Beutenbergia cavernae	1	2
200311	TIGR03687	89154	Corynebacterium terpenotabidum	1	2
200311	TIGR03687	92442	Arthrobacter psychrolactophilus	1	2
200311	TIGR03687	95161	Saccharopolyspora flava	1	2
200311	TIGR03687	98671	Pseudoglutamicibacter albus	1	2
200311	TIGR03687	99480	Tetrasphaera australiensis	1	2
200311	TIGR03687	100469	Schaalia canis	1	2
200311	TIGR03687	101689	Tetrasphaera elongata	1	2
200311	TIGR03687	102897	Frankia sp. EUN1f	1	2
200311	TIGR03687	103232	Streptomyces ipomoeae	1	2
200311	TIGR03687	103731	Saccharothrix espanaensis	1	2
200311	TIGR03687	111015	Actinomyces radicidentis	1	2
200311	TIGR03687	111564	Kineosphaera limosa	1	2
200311	TIGR03687	111806	Actinomadura umbrina	1	2
200311	TIGR03687	113562	Actinoplanes derwentensis	1	2
200311	TIGR03687	113567	Actinoplanes italicus	1	2
200311	TIGR03687	114686	Streptomyces phaeoluteigriseus	1	2
200311	TIGR03687	115433	Amycolatopsis sacchari	1	2
200311	TIGR03687	117157	Actinopolymorpha singaporensis	1	2
200311	TIGR03687	120377	Salana multivorans	1	2
200311	TIGR03687	121039	Ferrimicrobium acidiphilum	1	2
200311	TIGR03687	121616	Micromonospora matsumotoense	1	2
200311	TIGR03687	126673	Mycolicibacterium doricum	1	2
200311	TIGR03687	131111	Schaalia turicensis	1	2
200311	TIGR03687	131112	Arcanobacterium phocae	1	2
200311	TIGR03687	132919	Rhodococcus jostii	1	2
200311	TIGR03687	134034	Corynebacterium freneyi	1	2
200311	TIGR03687	134601	Mycolicibacterium goodii	1	2
200311	TIGR03687	134849	Cryptosporangium aurantiacum	1	2
200311	TIGR03687	135946	Actinoplanes awajinensis	1	2
200311	TIGR03687	136100	Knoellia sinensis	1	2
200311	TIGR03687	136857	Corynebacterium testudinoris	1	2
200311	TIGR03687	144786	Thermobifida cellulosilytica	1	2
200311	TIGR03687	146536	Streptomyces curacoi	1	2
200311	TIGR03687	152142	Mycolicibacterium holsaticum	1	2
200311	TIGR03687	154117	Georgenia muralis	1	2
200311	TIGR03687	155976	Actinokineospora auranticolor	1	2
200311	TIGR03687	156979	Pseudoglutamicibacter cumminsii	1	2
200311	TIGR03687	161355	Planomonospora sphaerica	1	2
200311	TIGR03687	161889	Corynebacterium lipophiloflavum	1	2
200311	TIGR03687	161895	Corynebacterium phocae	1	2
200311	TIGR03687	161899	Corynebacterium singulare	1	2
200311	TIGR03687	163202	Corynebacterium appendicis	1	2
200311	TIGR03687	163603	Actinomadura latina	1	2
200311	TIGR03687	168276	Rhodococcus tukisamuensis	1	2
200311	TIGR03687	168694	Salinispora	1	2
200311	TIGR03687	169134	Citricoccus muralis	1	2
200311	TIGR03687	169765	Mycobacterium lacus	1	2
200311	TIGR03687	170994	Brevibacterium paucivorans	1	2
200311	TIGR03687	173053	Tetrasphaera duodecadis	1	2
200311	TIGR03687	181487	Schaalia cardiffensis	1	2
200311	TIGR03687	182640	Kribbella flavida	1	2
200311	TIGR03687	183556	Rhodococcus maanshanensis	1	2
200311	TIGR03687	183763	Streptomonospora alba	1	2
200311	TIGR03687	184882	Knoellia subterranea	1	2
200311	TIGR03687	185642	Mycobacterium parmense	1	2
200311	TIGR03687	185761	Corynebacterium spheniscorum	1	2
200311	TIGR03687	187491	Corynebacterium glaucum	1	2
200311	TIGR03687	190146	Actinotignum urinale	1	2
200311	TIGR03687	190195	Kribbella antibiotica	1	2
200311	TIGR03687	191493	Corynebacterium sphenisci	1	2
200311	TIGR03687	191610	Corynebacterium atypicum	1	2
200311	TIGR03687	199591	Brevibacterium luteolum	1	2
200311	TIGR03687	200378	Lechevalieria fradiae	1	2
200311	TIGR03687	203263	Corynebacterium aquilae	1	2
200311	TIGR03687	208602	Nocardia puris	1	2
200311	TIGR03687	209649	Ferrithrix thermotolerans	1	2
200311	TIGR03687	211114	Allokutzneria albata	1	2
200311	TIGR03687	219301	Brachybacterium muris	1	2
200311	TIGR03687	219314	Aeromicrobium marinum	1	2
200311	TIGR03687	220927	Mycobacterium saskatchewanense	1	2
200311	TIGR03687	227316	Micromonospora eburnea	1	2
200311	TIGR03687	228006	Nocardia tenerifensis	1	2
200311	TIGR03687	228973	Xylanibacterium ulmi	1	2
200311	TIGR03687	235985	Streptacidiphilus jiangxiensis	1	2
200311	TIGR03687	235986	Streptomyces glauciniger	1	2
200311	TIGR03687	240495	Pseudonocardia dioxanivorans	1	2
200311	TIGR03687	252230	Nocardioides ganghwensis	1	2
200311	TIGR03687	253184	Myceligenerans xiligouense	1	2
200311	TIGR03687	254787	Paeniglutamicibacter gangotriensis	1	2
200311	TIGR03687	257984	Glutamicibacter mysorens	1	2
200311	TIGR03687	258224	Corynebacterium resistens	1	2
200311	TIGR03687	260086	Pseudonocardia ammonioxydans	1	2
200311	TIGR03687	260936	Rhodococcus sp. RD6.2	1	2
200311	TIGR03687	261654	Micromonospora auratinigra	1	2
200311	TIGR03687	262898	Micromonospora mirobrigensis	1	2
200311	TIGR03687	263908	Gordonia effusa	1	2
200311	TIGR03687	263909	Gordonia araii	1	2
200311	TIGR03687	272918	Nesterenkonia sandarakina	1	2
200311	TIGR03687	273676	Nocardioides oleivorans	1	2
200311	TIGR03687	279262	Nocardia mexicana	1	2
200311	TIGR03687	280236	Nocardiopsis gilva	1	2
200311	TIGR03687	283811	Stackebrandtia nassauensis	1	2
200311	TIGR03687	285473	Streptomyces rubrolavendulae	1	2
200311	TIGR03687	285540	Streptomyces thermolilacinus	1	2
200311	TIGR03687	285568	Streptomyces bungoensis	1	2
200311	TIGR03687	285679	Micromonospora lupini	1	2
200311	TIGR03687	286804	Segniliparus rugosus	1	2
200311	TIGR03687	290292	Penicillium sp. 'occitanis'	1	2
200311	TIGR03687	291045	Arthrobacter psychrochitiniphilus	1	2
200311	TIGR03687	298654	Frankia inefficax	1	2
200311	TIGR03687	299146	Micromonospora narathiwatensis	1	2
200311	TIGR03687	299152	Micromonospora siamensis	1	2
200311	TIGR03687	301388	Cellulomonas bogoriensis	1	2
200311	TIGR03687	304895	Catenulispora acidiphila	1	2
200311	TIGR03687	310779	Streptomyces yanglinensis	1	2
200311	TIGR03687	310780	Streptomyces rubidus	1	2
200311	TIGR03687	310781	Streptomyces guanduensis	1	2
200311	TIGR03687	310782	Streptomyces paucisporeus	1	2
200311	TIGR03687	312285	Trueperella bialowiezensis	1	2
200311	TIGR03687	313589	Janibacter sp. HTCC2649	1	2
200311	TIGR03687	316330	Microbispora sp. ATCC PTA-5024	1	2
200311	TIGR03687	317018	Nesterenkonia jeotgali	1	2
200311	TIGR03687	320799	Gordonia soli	1	2
200311	TIGR03687	321318	Dietzia cinnamea	1	2
200311	TIGR03687	322509	Dietzia kunjamensis	1	2
200311	TIGR03687	330214	Nitrospira defluvii	1	2
200311	TIGR03687	330834	Tetrasphaera jenkinsii	1	2
200311	TIGR03687	333142	Klenkia brasiliensis	1	2
200311	TIGR03687	340345	Actinoalloteichus hymeniacidonis	1	2
200311	TIGR03687	345341	Kutzneria sp. 744	1	2
200311	TIGR03687	349313	Krasilnikovia cinnamomea	1	2
200311	TIGR03687	349751	Corynebacterium marinum	1	2
200311	TIGR03687	352211	Streptomyces sp. AcH 505	1	2
200311	TIGR03687	361854	Bifidobacterium parmae	1	2
200311	TIGR03687	366584	Pseudonocardia oroxyli	1	2
200311	TIGR03687	371608	Candidatus Streptomyces philanthi	1	2
200311	TIGR03687	372484	Sanguibacter antarcticus	1	2
200311	TIGR03687	380248	Streptomyces alni	1	2
200311	TIGR03687	384602	Micrococcus flavus	1	2
200311	TIGR03687	386913	Mycolicibacter senuensis	1	2
200311	TIGR03687	394193	Amycolatopsis saalfeldensis	1	2
200311	TIGR03687	396014	Brachybacterium phenoliresistens	1	2
200311	TIGR03687	398694	Mycobacterium shinjukuense	1	2
200311	TIGR03687	401472	Corynebacterium ureicelerivorans	1	2
200311	TIGR03687	401976	Pseudonocardia endophytica	1	2
200311	TIGR03687	402297	Nocardioides daphniae	1	2
200311	TIGR03687	402596	Nocardioides exalbidus	1	2
200311	TIGR03687	402600	Lechevalieria xinjiangensis	1	2
200311	TIGR03687	402648	Streptomyces hainanensis	1	2
200311	TIGR03687	403935	Streptomyces radiopugnans	1	2
200311	TIGR03687	405436	Micromonospora pattaloongensis	1	2
200311	TIGR03687	407159	Tetrasphaera remsis	1	2
200311	TIGR03687	408015	Streptomyces xiamenensis	1	2
200311	TIGR03687	412687	Intrasporangium oryzae	1	2
200311	TIGR03687	417292	Streptomyces indicus	1	2
200311	TIGR03687	419479	Jiangella alkaliphila	1	2
200311	TIGR03687	419650	Calidifontibacter indicus	1	2
200311	TIGR03687	429133	Modestobacter versicolor	1	2
200311	TIGR03687	433330	Propioniciclava tarda	1	2
200311	TIGR03687	439699	Pseudosporangium ferrugineum	1	2
200311	TIGR03687	441500	Corynebacterium timonense	1	2
200311	TIGR03687	442709	Sanguibacter soli	1	2
200311	TIGR03687	442954	Knoellia aerolata	1	2
200311	TIGR03687	444597	Mycolicibacterium insubricum	1	2
200311	TIGR03687	446860	Kocuria flava	1	2
200311	TIGR03687	450734	Nocardioides dokdonensis	1	2
200311	TIGR03687	452529	Streptomyces scopuliridis	1	2
200311	TIGR03687	453573	Actinomadura bangladeshensis	1	2
200311	TIGR03687	459858	Mycobacterium noviomagense	1	2
200311	TIGR03687	465543	Streptomyces sp. SPB074	1	2
200311	TIGR03687	467091	Ilumatobacter fluminis	1	2
200311	TIGR03687	477641	Modestobacter marinus	1	2
200311	TIGR03687	480418	Mycobacterium lepromatosis	1	2
200311	TIGR03687	483545	Thermobifida halotolerans	1	2
200311	TIGR03687	486698	Mycobacterium riyadhense	1	2
200311	TIGR03687	487514	Mycobacterium kyorinense	1	2
200311	TIGR03687	490629	Amycolatopsis marina	1	2
200311	TIGR03687	499555	Dietzia timorensis	1	2
200311	TIGR03687	501010	Nocardiopsis sinuspersici	1	2
200311	TIGR03687	502181	Actinophytocola oryzae	1	2
200311	TIGR03687	504797	Actinopolymorpha cephalotaxi	1	2
200311	TIGR03687	504800	Geodermatophilus ruber	1	2
200311	TIGR03687	504805	Sinosporangium album	1	2
200311	TIGR03687	509200	Sphaerisporangium album	1	2
200311	TIGR03687	512350	Actinoplanes xinjiangensis	1	2
200311	TIGR03687	512762	Kineococcus xinjiangensis	1	2
200311	TIGR03687	519423	Ponticoccus gilvus	1	2
200311	TIGR03687	526729	Krasilnikoviella flava	1	2
200311	TIGR03687	531310	Marinactinospora thermotolerans	1	2
200311	TIGR03687	537937	Bifidobacterium longum subsp. infantis CCUG 52486	1	2
200311	TIGR03687	543527	Saccharothrix variisporea	1	2
200311	TIGR03687	545619	Paraoerskovia marina	1	2
200311	TIGR03687	546160	Dietzia lutea	1	2
200311	TIGR03687	546871	Friedmanniella luteola	1	2
200311	TIGR03687	546874	Friedmanniella sagamiharensis	1	2
200311	TIGR03687	547334	Arthrobacter pityocampae	1	2
200311	TIGR03687	548480	Bifidobacterium longum subsp. longum ATCC 55813	1	2
200311	TIGR03687	548579	Isoptericola jiangsuensis	1	2
200311	TIGR03687	552531	Bifidobacterium animalis subsp. lactis BB-12	1	2
200311	TIGR03687	553510	Streptomyces gilvosporeus	1	2
200311	TIGR03687	554083	Tersicoccus phoenicis	1	2
200311	TIGR03687	556325	Neomicrococcus aestuarii	1	2
200311	TIGR03687	556530	Serinibacter salmoneus	1	2
200311	TIGR03687	559628	Kineococcus rhizosphaerae	1	2
200311	TIGR03687	563922	Streptomyces sp. ICBB 8177	1	2
200311	TIGR03687	564198	Mycolicibacterium bacteremicum	1	2
200311	TIGR03687	564415	Herbidospora sakaeratensis	1	2
200311	TIGR03687	565073	Streptomyces tateyamensis	1	2
200311	TIGR03687	568860	Nonomuraea wenchangensis	1	2
200311	TIGR03687	568872	Micromonospora rhizosphaerae	1	2
200311	TIGR03687	571913	Luteipulveratus mongoliensis	1	2
200311	TIGR03687	574650	Micrococcus terreus	1	2
200311	TIGR03687	574651	Nocardioides terrae	1	2
200311	TIGR03687	574700	Nocardioides caeni	1	2
200311	TIGR03687	575200	Corynebacterium maris	1	2
200311	TIGR03687	587636	Phycicoccus cremeus	1	2
200311	TIGR03687	588067	Prauserella muralis	1	2
200311	TIGR03687	589240	Micromonospora pisi	1	2
200311	TIGR03687	589385	Amycolatopsis xylanica	1	2
200311	TIGR03687	595468	Actinomyces hominis	1	2
200311	TIGR03687	598644	Labedaea rhizosphaerae	1	2
200311	TIGR03687	598650	Motilibacter peucedani	1	2
200311	TIGR03687	598652	Motilibacter rhizosphaerae	1	2
200311	TIGR03687	620910	Luteimicrobium subarcticum	1	2
200311	TIGR03687	629680	Brevibacterium sandarakinum	1	2
200311	TIGR03687	630129	Bifidobacterium catenulatum subsp. kashiwanohense	1	2
200311	TIGR03687	630515	Microlunatus soli	1	2
200311	TIGR03687	632569	Saccharomonospora marina	1	2
200311	TIGR03687	633440	Nonomuraea jiangxiensis	1	2
200311	TIGR03687	638953	Georgenia soli	1	2
200311	TIGR03687	639313	Hoyosella subflava	1	2
200311	TIGR03687	641025	Lentzea jiangxiensis	1	2
200311	TIGR03687	642780	Marmoricola scoriae	1	2
200311	TIGR03687	645275	Murinocardiopsis flavida	1	2
200311	TIGR03687	648780	Haloactinopolyspora alba	1	2
200311	TIGR03687	648782	Haloactinobacterium album	1	2
200311	TIGR03687	649831	Actinoplanes sp. N902-109	1	2
200311	TIGR03687	653385	Actinomyces sp. oral taxon 849	1	2
200311	TIGR03687	661399	Streptomyces caeruleatus	1	2
200311	TIGR03687	661483	Marmoricola ginsengisoli	1	2
200311	TIGR03687	661485	Marmoricola pocheonensis	1	2
200311	TIGR03687	663603	Actinomycetospora succinea	1	2
200311	TIGR03687	663609	Actinomycetospora cinnamomea	1	2
200311	TIGR03687	664784	Haloechinothrix alba	1	2
200311	TIGR03687	670078	Arthrobacter livingstonensis	1	2
200311	TIGR03687	673521	Blastococcus endophyticus	1	2
200311	TIGR03687	675864	Auraticoccus monumenti	1	2
200311	TIGR03687	683228	Micromonospora yangpuensis	1	2
200311	TIGR03687	683260	Nonomuraea maritima	1	2
200311	TIGR03687	683316	Frankia sp. EI5c	1	2
200311	TIGR03687	705336	Actinomadura darangshiensis	1	2
200311	TIGR03687	710111	Frankia sp. QA3	1	2
200311	TIGR03687	712117	Actinomyces sp. oral taxon 170	1	2
200311	TIGR03687	712122	Actinomyces sp. oral taxon 414	1	2
200311	TIGR03687	715784	Nocardioides iriomotensis	1	2
200311	TIGR03687	745366	Micromonospora humi	1	2
200311	TIGR03687	746032	Mobilicoccus pelagius	1	2
200311	TIGR03687	758803	Nocardiopsis flavescens	1	2
200311	TIGR03687	762211	Bifidobacterium stellenboschense	1	2
200311	TIGR03687	762212	Bifidobacterium biavatii	1	2
200311	TIGR03687	763993	Pseudokineococcus lusitanus	1	2
200311	TIGR03687	765201	Promicromonospora thailandica	1	2
200311	TIGR03687	767452	Serinicoccus chungangensis	1	2
200311	TIGR03687	861266	Pseudarthrobacter siccitolerans	1	2
200311	TIGR03687	888019	Rothia aeria F0184	1	2
200311	TIGR03687	910347	Streptomyces aidingensis	1	2
200311	TIGR03687	913969	Knoellia flava	1	2
200311	TIGR03687	934019	Streptomyces sp. SA15	1	2
200311	TIGR03687	936548	Actinomyces sp. ICM47	1	2
200311	TIGR03687	936549	Actinomyces sp. ICM54	1	2
200311	TIGR03687	936756	Streptomyces kanasensis	1	2
200311	TIGR03687	943816	Streptomyces qinglanensis	1	2
200311	TIGR03687	946334	Actinoplanes sp. OR16	1	2
200311	TIGR03687	983706	Bifidobacterium reuteri	1	2
200311	TIGR03687	987066	Pseudoscardovia radai	1	2
200311	TIGR03687	988821	Cellulomonas marina	1	2
200311	TIGR03687	993414	Naumannella halotolerans	1	2
200311	TIGR03687	995066	Actinopolyspora mzabensis	1	2
200311	TIGR03687	1004901	Gordonia iterans	1	2
200311	TIGR03687	1005944	Nocardioides szechwanensis	1	2
200311	TIGR03687	1005945	Nocardioides psychrotolerans	1	2
200311	TIGR03687	1027620	Nocardioides sp. LS1	1	2
200311	TIGR03687	1036181	Friedmanniella flava	1	2
200311	TIGR03687	1036182	Actinoplanes atraurantiacus	1	2
200311	TIGR03687	1043493	Lysinimicrobium mangrovi	1	2
200311	TIGR03687	1045773	Arthrobacter cupressi	1	2
200311	TIGR03687	1045774	Nocardioides lianchengensis	1	2
200311	TIGR03687	1045776	Kutzneria buriramensis	1	2
200311	TIGR03687	1050174	Corynebacterium epidermidicanis	1	2
200311	TIGR03687	1052260	Klenkia soli	1	2
200311	TIGR03687	1070870	Geodermatophilus nigrescens	1	2
200311	TIGR03687	1072256	Corynebacterium uterequi	1	2
200311	TIGR03687	1073330	Streptomyces zinciresistens	1	2
200311	TIGR03687	1075402	Streptomyces oceani	1	2
200311	TIGR03687	1076443	Glycomyces artemisiae	1	2
200311	TIGR03687	1078086	Streptomyces sp. HGB0020	1	2
200311	TIGR03687	1078471	Serinicoccus profundi	1	2
200311	TIGR03687	1090615	Nakamurella panacisegetis	1	2
200311	TIGR03687	1108812	Mycolicibacter longobardus	1	2
200311	TIGR03687	1109743	Streptomyces sp. SCSIO 03032	1	2
200311	TIGR03687	1121358	Corynebacterium doosanense	1	2
200311	TIGR03687	1136497	Brevibacterium siliguriense	1	2
200311	TIGR03687	1136941	Gordonia phthalatica	1	2
200311	TIGR03687	1137271	Saccharomonospora sp. CNQ490	1	2
200311	TIGR03687	1137989	Geodermatophilus normandii	1	2
200311	TIGR03687	1137993	Geodermatophilus africanus	1	2
200311	TIGR03687	1137994	Geodermatophilus saharensis	1	2
200311	TIGR03687	1138585	Sediminihabitans luteus	1	2
200311	TIGR03687	1141874	Streptomyces hoynatensis	1	2
200311	TIGR03687	1144618	Allonocardiopsis opalescens	1	2
200311	TIGR03687	1150371	Streptomyces phytohabitans	1	2
200311	TIGR03687	1157630	Streptomyces sp. LamerLS-316	1	2
200311	TIGR03687	1168729	Nocardioides sp. HLT2-9	1	2
200311	TIGR03687	1168730	Nocardioides glacieisoli	1	2
200311	TIGR03687	1185415	Micromonospora wenchangensis	1	2
200311	TIGR03687	1193682	Actinokineospora bangkokensis	1	2
200311	TIGR03687	1196353	Streptomyces wuyuanensis	1	2
200311	TIGR03687	1198245	Micromonospora avicenniae	1	2
200311	TIGR03687	1206085	Jatrophihabitans endophyticus	1	2
200311	TIGR03687	1213861	Actinocrispum wychmicini	1	2
200311	TIGR03687	1219581	Actinomyces sp. S4-C9	1	2
200311	TIGR03687	1223514	Corynebacterium humireducens	1	2
200311	TIGR03687	1225127	Klenkia taihuensis	1	2
200311	TIGR03687	1230998	Corynebacterium frankenforstense	1	2
200311	TIGR03687	1258888	Arthrobacter sp. Hz2	1	2
200311	TIGR03687	1258920	Arthrobacter sp. MDT2-14	1	2
200311	TIGR03687	1259133	Cellulomonas sp. HLT2-17	1	2
200311	TIGR03687	1262550	Brevibacterium jeotgali	1	2
200311	TIGR03687	1262583	Tamaricihabitans halophyticus	1	2
200311	TIGR03687	1266829	Kribbella albertanoniae	1	2
200311	TIGR03687	1271860	Alloactinosynnema iranicum	1	2
200311	TIGR03687	1280514	Acidithrix ferrooxidans	1	2
200311	TIGR03687	1284680	Actinomyces sp. S6-Spd3	1	2
200311	TIGR03687	1286822	Streptomyces sp. WMMB 714	1	2
200311	TIGR03687	1287878	Actinoplanes lutulentus	1	2
200311	TIGR03687	1291556	Nonomuraea fuscirosea	1	2
200311	TIGR03687	1295626	Cellulomonas sp. B6	1	2
200311	TIGR03687	1296565	Geodermatophilus amargosae	1	2
200311	TIGR03687	1299334	Mycobacterium xenopi 4042	1	2
200311	TIGR03687	1305729	Kitasatospora sp. SolWspMP-SS2h	1	2
200311	TIGR03687	1305830	Streptomyces sp. PsTaAH-137	1	2
200311	TIGR03687	1321816	Alloscardovia omnicolens F0580	1	2
200311	TIGR03687	1325564	Nitrospira japonica	1	2
200311	TIGR03687	1331682	Brachybacterium ginsengisoli	1	2
200311	TIGR03687	1333651	Bifidobacterium moukalabense	1	2
200311	TIGR03687	1338436	Sinomonas humi	1	2
200311	TIGR03687	1344003	Williamsia sterculiae	1	2
200311	TIGR03687	1380684	Kroppenstedtia sanguinis	1	2
200311	TIGR03687	1380770	Streptomycetaceae bacterium MP113-05	1	2
200311	TIGR03687	1386088	Intrasporangium chromatireducens	1	2
200311	TIGR03687	1386092	Cellulomonas carbonis	1	2
200311	TIGR03687	1386098	Actinotalea ferrariae	1	2
200311	TIGR03687	1397368	Pseudonocardia sediminis	1	2
200311	TIGR03687	1404244	Corynebacterium glyciniphilum	1	2
200311	TIGR03687	1408191	Corynebacterium deserti	1	2
200311	TIGR03687	1415549	Streptomyces sp. NRRL B-1140	1	2
200311	TIGR03687	1415557	Streptomyces sp. WM6378	1	2
200311	TIGR03687	1415558	Streptomyces sp. WM6386	1	2
200311	TIGR03687	1427391	Saccharothrix sp. ST-888	1	2
200311	TIGR03687	1428628	Streptomyces mangrovisoli	1	2
200311	TIGR03687	1428644	Streptomyces gilvigriseus	1	2
200311	TIGR03687	1430326	Mycobacterium decipiens	1	2
200311	TIGR03687	1434822	Actinomycetales bacterium JB111	1	2
200311	TIGR03687	1434837	Nocardiopsis sp. JB363	1	2
200311	TIGR03687	1437876	Gordonia sp. QH-12	1	2
200311	TIGR03687	1442032	Streptomyces sp. Z022	1	2
200311	TIGR03687	1445614	Actinotignum sanguinis	1	2
200311	TIGR03687	1453103	Prauserella shujinwangii	1	2
200311	TIGR03687	1463821	Glycomyces sp. NRRL B-16210	1	2
200311	TIGR03687	1470176	Actinoalloteichus hoggarensis	1	2
200311	TIGR03687	1471400	Corynebacterium pelargi	1	2
200311	TIGR03687	1494608	Arthrobacter sp. PAMC 25486	1	2
200311	TIGR03687	1502734	Frankia sp. CpI1-P	1	2
200311	TIGR03687	1502745	Mycobacterium sp. UNC267MFSha1.1M11	1	2
200311	TIGR03687	1505727	Bifidobacterium commune	1	2
200311	TIGR03687	1510026	Streptomyces sp. F001	1	2
200311	TIGR03687	1510197	Streptomyces sp. PT12	1	2
200311	TIGR03687	1517936	Rhodococcus sp. CUA-806	1	2
200311	TIGR03687	1517939	Serinicoccus sp. CUA-874	1	2
200311	TIGR03687	1519492	Nocardia sp. NRRL S-836	1	2
200311	TIGR03687	1519494	Nocardiopsis sp. NRRL B-16309	1	2
200311	TIGR03687	1520461	Streptomyces sp. PanSC9	1	2
200311	TIGR03687	1522368	Modestobacter caceresii	1	2
200311	TIGR03687	1522757	Streptomyces sp. ADI93-02	1	2
200311	TIGR03687	1522759	Streptomyces sp. ADI95-17	1	2
200311	TIGR03687	1522760	Streptomyces sp. ADI96-02	1	2
